Project Id;Region;Country;Project Status;project_name;Project Development Objective;Implementing Agency;Consultant Services Required;Project URL;Board Approval Date;Project Closing Date;Financing Type;Current Project Cost
P155266;Africa East;Democratic Republic of the Congo;Active;DRC Urban Water Supply Project Additional Financing and Restructuring;The revised PDO is to increase access to sustainable water services in selected urban areas, and to improve the operational performances and viability of the Project Implementing Entity.;;;https://projects.worldbank.org/en/projects-operations/project-detail/P155266;2016-02-25T00:00:00Z;;;166000000
P124015;Africa West;Burkina Faso;Active;Social Safety Net Project;The PDO is to increase access of poor and vulnerable households to safety nets and to lay the foundations for an adaptive safety net  system in Burkina Faso.;Ministry of Women, National Solidarity, the Family and Humanitarian Action;;https://projects.worldbank.org/en/projects-operations/project-detail/P124015;2014-04-23T00:00:00Z;2024-03-31T00:00:00Z;;166000000
P159883;East Asia and Pacific;People's Republic of China;Active;China: GEF Efficient and Green Freight Transport Project;"The development objective of the project is to (i)  improve the Recipient’s institutional capacity to formulate and evaluate policie s and strategies to promote green freight transport systems; and (ii) pilot innovative carbon emission reduction measures in the fre ight transport sector in selected provinces.";Ministry of Transport;;https://projects.worldbank.org/en/projects-operations/project-detail/P159883;2018-12-18T00:00:00Z;2022-12-31T00:00:00Z;;166460000
P146966;Africa West;Republic of Liberia;Active;Emergency Monrovia Urban Sanitation 2AF;To increase access to solid waste collection service in Monrovia;;;https://projects.worldbank.org/en/projects-operations/project-detail/P146966;2014-08-25T00:00:00Z;2016-12-30T00:00:00Z;;16670000
P145118;South Asia;People's Republic of Bangladesh;Active;Additional Financing: Skills and Training Enhancement Project;Strengthen selected public and private training institutions to improve training quality and employability of trainees, including those from disadvantaged socioeconomic backgrounds.  The Project Development Objective  is to strengthen Training Institutions to improvetraining quality and employability of trainees, including those from disadvantaged socioeconomicbackgrounds.;;;https://projects.worldbank.org/en/projects-operations/project-detail/P145118;2013-09-26T00:00:00Z;;;16714000
P150028;East Asia and Pacific;Republic of Fiji;Active;Fiji Transport Infrastructure Investment Project;The development objective is to improve the resilience and safety of land and maritime transport infrastructure for users ofproject roads, bridges and rural jetties and wharves.;Fiji Roads Authority;;https://projects.worldbank.org/en/projects-operations/project-detail/P150028;2015-03-11T00:00:00Z;2023-06-30T00:00:00Z;;167500000
P174101;Europe and Central Asia;Republic of Albania;Active;Albania Emergency COVID-19 Response Project;The objectives of the Project are to prevent, detect, and respond to the threat posed by COVID-19 and strengthen national systems fo r public health preparedness in the Republic of Albania.;Ministry of Health and Social Protection;;https://projects.worldbank.org/en/projects-operations/project-detail/P174101;2020-07-30T00:00:00Z;2022-06-30T00:00:00Z;;16800000
P149130;East Asia and Pacific;Lao People's Democratic Republic;Active;Second Global Partnership for Education;The objective of the project is to support the Government of Lao PDR in improving pre-primary and primary education quality.Thi s will be done by: (i) providing additional funding at school, district and provincial levels, as well as strengthening overall capa city to manage these resources to achieve minimum education quality standards and (ii) enhancing the teaching and learning environme nt in schools through improved teaching practices, instructional resources and analytical products to support early grade literacy.;Ministry of Education and Sports;;https://projects.worldbank.org/en/projects-operations/project-detail/P149130;2015-04-14T00:00:00Z;2021-12-31T00:00:00Z;;16800000
P158655;Africa West;Republic of Senegal;Active;Additional Financing to the Senegal Electricity Sector Support Project;"The project development objectives are to contribute to (i) reducing SENELEC’s technical and commercial losses; and (ii) improving t he access to and reliability of electricity services.";;;https://projects.worldbank.org/en/projects-operations/project-detail/P158655;2016-07-28T00:00:00Z;;;168000000
P133312;Africa East;Republic of Uganda;Active;Energy for Rural Transformation III;The Project Development Objective is to increase access to electricity in rural areas of Uganda.;Ministry of Energy & Mineral Development/ Rural Electrification Agency, Uganda Energy Credit Capitalization Company (UECCC), Ministry of Energy and Mineral Development (MEMD);;https://projects.worldbank.org/en/projects-operations/project-detail/P133312;2015-06-05T00:00:00Z;2021-12-31T00:00:00Z;;168200000
P133000;East Asia and Pacific;People's Republic of China;Active;Huainan Mining Area Rehabilitation Project;The project development objective is to remediate and create a public space at the JiuDa mining site in Huainan city.;Huainan Project Management Office;;https://projects.worldbank.org/en/projects-operations/project-detail/P133000;2015-05-11T00:00:00Z;2022-06-30T00:00:00Z;;168400000
P144489;Latin America and Caribbean;Republic of Ecuador;Active;Quito Metro Line One;The proposed Project development objective (PDO) is to improve urban mobility in the city of Quito serving the growing demand for public transport. The Project will reduce travel times, decrease operational costs of the transport service, improve connectivity, security and comfort of the current system and reduce emissions of pollutants and greenhouse gases.;Empresa Publica Metropolitana de Metro de Quito;;https://projects.worldbank.org/en/projects-operations/project-detail/P144489;2013-07-25T00:00:00Z;2021-12-31T00:00:00Z;;1684164012.76
P159520;Europe and Central Asia;Republic of Albania;Active;Second MDTF for Capacity Building Support to Implement the IPS;Strengthen the implementation of the Integrated Planning System, by creating the conditions for introducing a performance orientati on in the policy planning and budgetary processes and by improving institutional capacity to monitor results at the strategy and pro gram levels.;Ministry of Finance;Yes;https://projects.worldbank.org/en/projects-operations/project-detail/P159520;2018-10-08T00:00:00Z;;;1686000
P173894;Africa West;Republic of Chad;Active;Chad COVID-19 Strategic Preparedness and Response Project;To prevent, detect and respond to the threat posed by COVID-19 and strengthen national systems for public health preparedness in Cha d.;Ministère de la Santé Publique;;https://projects.worldbank.org/en/projects-operations/project-detail/P173894;2020-04-24T00:00:00Z;2022-12-30T00:00:00Z;;16950000
P156019;South Asia;Democratic Socialist Republic of Sri Lan;Active;Sri Lanka Agriculture Sector Modernization Project;The Project Development Objectives (PDO) are to support increasing agriculture productivity, improving market access, and enhancing value addition of smallholder farmers and agribusinesses in the project areas.;Ministry of Plantation Industries and Export Agriculture;;https://projects.worldbank.org/en/projects-operations/project-detail/P156019;2016-06-28T00:00:00Z;2023-06-30T00:00:00Z;;169840000
P174318;Europe and Central Asia;Kyrgyz Republic;Active;Integrated Dairy Productivity Improvement Project Additional Financing;The proposed new Project Development Objective is to enhance dairy animal productivity and promote income generating and resilience building activities for dairy cattle farmers in selected regions of the Kyrgyz Republic.;Ministry of Finance, Ministry of Agriculture, Water and Regional Development;;https://projects.worldbank.org/en/projects-operations/project-detail/P174318;2021-06-18T00:00:00Z;;;17000000
P174316;Europe and Central Asia;Kyrgyz Republic;Active;Additional Financing – Third Village Investment Project (COVID-19 Response);The Project Development Objectives are (a) to build local capacity for participatory development and (b) improve access to quality community infrastructure services in targeted project areas.;Community Development and Investment Agency (ARIS);;https://projects.worldbank.org/en/projects-operations/project-detail/P174316;2020-09-28T00:00:00Z;;;17000000
P167726;Middle East and North Africa;West Bank and Gaza;Active;Gaza Emergency Cash for Work and Self-Employment Support;To provide target youth in Gaza with short-term income support and increased access to internet-enabled self-employment opportunitie s;NGO Development Center (NDC);Yes;https://projects.worldbank.org/en/projects-operations/project-detail/P167726;2018-08-10T00:00:00Z;2022-06-30T00:00:00Z;;17000000
